101565
36876,56902
63145,58643
55540,39054
26171,86005
42740,74987
80456,60225
47909,93388
25727,56657
53857,14719
75757,28474
95207,39213
19566,1385
11907,76574
89160,46395
66181,47057
62380,79074
88405,90388
69654,3855
21852,46780
44451,75986
24649,51147
46911,51900
74455,78584
6175,35240
89908,7694
55796,41396
7601,253
74753,32136
93402,100882
39758,86568
43416,12572
20601,8424
67848,35590
58173,70337
46376,58346
27082,90047
89117,63713
5497,29846
89200,93736
11494,5219
16682,46309
62385,61499
75972,25043
2002,77065
72758,101404
34223,42349
87768,65497
64392,76509
90908,43265
38703,89990
66258,89733
43595,70769
55935,61544
8990,24293
60107,38366
16958,13339
16754,6925
40034,87433
57960,55372
88489,96969
81864,70340
72574,69507
95545,2647
76211,216
79309,15232
98182,53981
23349,51729
73033,67943
68464,195
23964,61914
67587,45913
66848,43972
64080,14442
32702,72176
36902,7682
101252,26603
52746,39424
74638,21245
22733,94762
63044,16721
29073,9762
24673,58210
28616,65081
68269,58126
76134,99440
43075,17239
55563,40534
91208,45201
41226,60273
51542,15096
46980,63315
90231,42797
33688,11821
45446,7360
36263,34797
8599,65599
75061,4195
58109,52968
29087,53066
30564,38715
56598,76889
37491,34081
99515,34737
24181,89240
80260,22677
59602,47953
35175,92081
66500,91485
44346,71259
63300,64894
68745,98223
94406,72437
85415,43925
12406,35491
15891,71991
93860,36910
27685,46823
3897,52634
48217,5604
2082,27081
34788,44667
76226,85271
70606,95707
253,37594
49342,74508
67840,38044
1362,15556
44230,87430
50951,12026
82412,66867
13904,23612
52471,42447
64144,72732
18134,49183
79020,28596
93311,54919
92749,68317
50006,65598
95230,53575
50011,83908
34650,9346
74143,39906
3408,37976
12801,95331
2929,80641
32313,31520
13480,66670
99956,27723
74267,76989
11494,70235
62665,51277
39095,23402
45840,87264
77965,19153
34932,63535
53473,41068
95121,48610
51983,11860
47111,4882
51629,74794
92852,29724
88562,19556
46387,21536
63147,28000
9783,23853
48656,92079
64027,10240
24390,83640
96545,51315
54501,101223
47439,83317
68340,73544
47366,55326
55763,54766
32599,8390
23564,12427
27346,32745
27149,34279
73217,58113
57246,9433
44743,91928
5153,26452
24762,18018
47975,53985
72154,9891
13060,68707
26360,29040
43868,33922
8218,8422
100285,21649
54942,82156
23823,66529
65123,26526
57924,54544
32021,10452
36855,15607
38681,64277
31442,6093
7107,71773
21319,24463
51512,41514
32375,97656
93727,9914
58196,31260
13849,76060
39096,10682
66317,6306
54528,28908
73547,2476
54927,59912
63287,92127
42844,21182
95248,16511
39663,87941
9532,9586
56431,92780
16554,48962
55122,54403
79520,7271
22281,68942
90225,57236
72442,98296
84822,8875
2302,41743
67199,4451
6334,81496
34351,9643
92608,98026
8978,91037
4961,29550
79607,91393
1946,90749
68698,73584
41019,26485
51235,32617
12989,3808
81932,38680
50471,32179
7904,67637
1051,76262
6041,14286
17946,44880
9151,72920
31331,49911
4041,55760
39312,18795
78,23875
33900,3850
51030,72480
69058,56686
32364,14571
9527,93480
69614,73494
53513,99133
93090,42198
101094,81277
8285,47742
29700,87370
101105,35453
58737,83307
73269,62326
68669,72349
68946,49969
101498,39188
71177,68814
48462,93422
32029,69951
97755,10255
5546,12550
46114,21945
100308,26284
12132,43532
88357,100239
26938,70163
25610,78219
36106,95016
97578,42436
56334,90793
86372,3298
4914,76044
13867,35636
65774,101310
43649,20980
18794,50238
56377,25340
98948,44649
75350,43736
76555,16752
47538,10659
435,59481
83509,34011
70934,51649
94310,7503
91703,35524
95487,82226
3111,29268
599,60353
35626,42654
79844,55446
3768,35836
9199,80964
62655,35093
89471,81221
14132,62973
30702,70595
99540,5043
43161,75021
8962,68830
17394,39231
72147,9861
60229,78021
40735,72943
59030,29436
14583,34429
56094,16157
20718,91917
48494,82288
1073,89793
51628,46950
8828,20548
50140,31770
98481,8750
95311,27389
17751,77510
15509,71108
5926,56067
75603,30629
96616,60621
8235,66934
41504,49947
95294,28542
49000,95247
92044,36835
33432,23239
101069,101243
85337,94161
22597,68882
77116,19150
24402,50616
2278,77664
1486,65055
72990,20952
88048,21119
29724,43921
32351,62674
16868,30450
63758,49369
17625,69915
25841,34126
33326,37573
64288,14957
37413,46784
78177,93496
26833,76972
55491,66622
41951,47128
11484,34455
36715,96940
62804,19575
51073,42737
58192,98094
21490,85556
37076,63160
90829,56088
65444,56202
60435,62377
23739,84095
6717,34980
53451,41380
76171,86030
69859,51444
92271,75045
81656,56743
53424,42504
99200,55719
16578,53276
