127793
119958,22015
95854,84383
62349,13317
18708,1184
74870,61264
49057,68128
119264,28649
70398,78698
99420,80160
83586,80049
109828,18823
98799,83407
2974,26519
8880,54705
29860,35854
111822,15422
3186,30965
84443,125413
98219,43563
30683,103696
46905,41199
31706,104717
59148,80458
77615,93257
108049,40136
84438,53865
52917,116171
117465,85392
76892,108659
57795,91212
1401,69243
85491,26786
80202,122070
95249,25055
24615,12521
17745,17184
33425,77307
28131,119249
108796,71598
53395,1599
67699,69966
80675,65625
22012,20333
95631,41819
59255,64681
16029,115212
124821,106534
123813,1049
97841,113327
54704,74396
30931,19900
49142,45647
9273,28243
88565,79364
25658,44840
118438,102303
92939,43876
83129,108040
125938,10696
105480,73128
29595,5154
4424,99369
48545,125692
26792,11772
46049,110295
65607,96515
34503,97116
63502,74563
127123,76601
88857,57714
48403,113252
25258,107178
49170,8734
79909,5639
58082,28708
87610,13505
48914,81550
61214,14555
35347,55187
95868,58264
18069,76013
64466,90175
26604,113103
4830,126554
119883,68494
91078,69949
26946,23364
3413,106873
96864,109565
52403,111875
75999,72020
93438,33448
89133,19521
88274,54771
96687,120959
17673,24789
97265,80353
43044,95640
29217,41411
47981,94802
74010,14445
18129,107283
30600,92943
103731,15269
21113,122357
25913,84242
122495,111126
16990,25003
1786,61463
33915,10800
75067,37145
103834,7331
34674,14996
60621,88316
113138,17968
112911,12596
19228,122446
48712,67942
41772,36922
28831,83652
2158,91661
52446,108757
125864,12784
100643,20009
84029,107074
124717,37958
21016,118872
17470,30964
88002,89643
37782,72196
46066,110479
95935,102366
34255,74298
93213,75531
66090,90366
52866,115030
43697,41743
79698,67922
107813,23789
37893,27315
120216,28384
5173,28494
56848,47357
61393,84404
10862,19622
3570,37160
7160,89274
87662,16578
61197,97100
121225,54992
69288,8040
42492,68903
73509,6777
108869,32994
71280,34395
5880,122466
6581,117483
22029,53865
1066,8789
15758,42798
101224,86697
52839,33961
47003,56654
46048,116762
1219,14221
59126,27902
96960,102929
51806,69916
13607,68559
95897,10299
69770,109305
85121,10131
123073,20797
63772,7413
56595,10244
67036,84096
16943,81085
15811,84246
26338,4247
7666,93622
63565,78631
12635,21374
55194,1651
91491,48329
40167,10488
87827,114106
97479,30123
63796,16164
60794,60373
92050,80049
88233,38774
78585,108149
4176,92708
80406,77901
124961,30500
76426,88259
95823,61653
2497,121253
106051,36138
34330,30971
58976,55297
119668,113798
114348,56095
63117,45256
101830,119893
44586,71024
15230,71073
71933,127023
22489,35251
29495,66472
16669,60013
72400,8502
89051,13134
109544,104376
28903,13713
5770,118588
25723,89724
107933,74731
7683,75704
7488,40992
5375,42409
47002,75298
19015,61613
101508,70538
59957,12803
27805,24034
65335,52214
107332,76768
84316,127634
3309,32235
11130,113251
48627,53497
68639,5975
83315,117515
19146,103315
72085,97917
2573,97680
29115,99363
19724,92743
53887,23088
50771,59069
86213,53465
97655,122598
9717,23211
124262,29169
80604,68889
40684,43865
54989,15048
108854,72952
40338,69702
121994,86133
3060,80701
98500,8031
62092,74517
75208,16818
51774,107662
29826,1455
44015,74560
31561,24503
9993,75103
32076,3976
43026,50035
104253,58715
49223,119559
76284,90614
93865,88358
88181,83536
32720,9581
39911,72837
47979,91903
107375,59249
30625,42554
51908,49663
99540,108421
85324,54408
115166,101415
93907,4632
17624,94478
3196,17885
60844,109379
3640,108779
21740,81837
112363,59020
75942,118693
54034,80065
115447,54893
76152,48348
54528,3331
32590,98363
48590,104597
94885,62722
1086,58765
123157,102478
58715,1424
7981,30692
87722,59045
32099,107779
42979,54570
1465,9084
55685,95059
683,6044
117159,85398
85423,90634
122292,31679
126917,52499
92919,58336
27420,26260
96124,21264
80360,45942
122239,120090
94132,99622
123929,82099
2787,5705
115013,84298
100918,104673
82624,118998
83409,36493
30562,45439
111750,71261
126408,37053
127404,69078
76591,115724
28890,6193
44177,24892
100826,59100
121437,104371
108894,104797
91403,124935
15960,57231
21910,34037
100494,120211
108120,40385
127103,49892
71956,109902
41306,105768
80163,42899
22659,124459
72642,50762
94903,35549
79487,35173
23755,88575
105768,18776
72541,20452
6850,75627
30632,39029
51029,47059
22562,89506
116249,87091
