14646
11360,9272
7146,14163
13128,1768
13325,14030
4526,14567
1479,4331
8904,5903
6170,12874
8066,1607
1659,1744
7389,325
1534,9762
9683,11826
13757,1856
6561,11160
7765,7686
10811,6822
3207,9534
14560,4790
6469,3879
3487,8493
3538,3877
9958,6419
39,5074
8363,11196
1400,2501
10206,4659
2601,2959
5044,5876
3045,11466
1341,9439
1732,9167
7329,12080
12590,6441
10413,652
13614,9769
7577,1406
8408,11345
7091,381
3183,1666
446,5067
13396,12382
7035,9856
10654,7200
9280,11716
11665,4163
3190,11488
1464,11675
11568,4712
1764,10560
5391,4518
5884,12943
4103,544
13299,1623
2239,6381
8024,4721
6788,11803
11425,7250
2748,7221
9545,13906
4754,6450
4333,10415
1493,9426
1737,589
8777,6297
4683,651
8236,5629
12902,6669
7089,12761
7533,1012
13465,3994
13243,11501
7342,4329
11832,11070
10199,14352
790,12839
10472,5046
12277,11678
5959,4724
12254,7676
2529,9644
6031,4717
14150,9565
5866,6798
6653,8326
4788,563
4156,11415
720,10171
12268,14637
5280,3148
1398,12955
13449,459
6803,122
9494,8405
704,14303
10520,12212
12339,3425
10538,5405
4648,12258
7257,4306
6947,1877
10844,13823
10209,13392
7983,11137
12353,13621
6468,950
13760,7140
6735,399
4275,10383
7840,4083
10804,153
2443,3133
11871,7479
9592,4927
4819,11518
1571,12250
8281,8033
4889,2485
4320,405
4255,3686
13742,155
915,10485
300,7845
8647,5513
1884,13772
2412,14552
4640,5070
5508,12844
9757,12861
6122,4262
11682,10793
4371,8505
3551,3790
5583,9510
2576,7144
10422,5216
8430,8381
4188,5755
11854,8642
5400,8275
6745,8535
246,5711
8432,6902
883,157
9548,3934
14310,2730
12458,2052
1603,1408
13728,9386
4935,11801
1938,10702
10830,10747
14644,12971
10388,9251
4046,791
4964,9018
5185,14322
202,4682
13753,8744
5060,4237
401,7346
4471,1130
5591,6836
852,13220
1849,3888
4430,9019
13806,10088
12483,355
12767,13640
1415,5383
6661,8396
5677,12281
7313,9767
10829,4882
12392,4399
9934,11685
2954,13292
1892,12480
13078,1444
11261,14541
175,8521
10849,5702
12815,3642
7704,3496
5341,6204
6804,10253
534,5007
9410,11751
2817,1254
4746,13384
11965,6134
9641,2468
1149,12814
5011,164
5771,3788
755,7834
4923,12560
3915,8614
1016,2836
8063,8291
14585,1382
14619,295
13828,10565
11155,5351
9955,2330
10449,13598
5740,11445
14156,2941
394,3048
10611,6533
5928,3542
6849,1687
9735,5237
6628,6301
2073,9882
7616,863
1772,1476
1630,2350
6766,9051
14046,8312
7223,14165
2399,11111
12776,75
5974,10072
9924,13129
7525,12282
8393,2460
13551,518
9450,12414
13538,13317
232,12592
8123,3666
13919,8781
12690,9582
4939,11796
8530,1551
9008,14519
9696,7806
8578,9269
13017,13221
9395,5770
13347,4227
3907,2607
12852,845
11322,331
1295,10690
796,7372
12994,4780
12035,6942
6174,12062
386,4863
3435,12621
13334,2190
12465,409
3027,6627
4723,14127
6251,5131
9185,13214
10500,578
1089,13059
5272,5289
7732,9878
14275,181
3959,817
9728,1604
9323,4022
11357,11878
5105,13250
4807,4999
13780,5338
3365,2830
83,12266
4516,7436
14350,9048
13380,9862
11081,13583
4318,7635
2251,13162
5306,9084
7510,1226
12386,3848
9861,2152
1347,828
1585,13043
11351,12962
9830,4703
13739,14249
6484,1661
5329,6302
10831,2117
11839,9650
2162,12486
3361,7528
5083,14548
7266,9295
8716,497
7289,8860
13417,6309
735,6953
13379,12773
2912,8456
7910,5958
10457,14269
347,1450
7777,8856
7104,13878
13633,7824
1921,7381
12704,14022
9733,5737
9690,7909
12276,7431
13925,8883
6872,2436
3661,10338
9313,724
1906,7136
964,2579
12818,10024
282,8240
2318,10470
11276,5473
3070,11259
3875,8875
12261,10428
4541,2745
10044,13080
6216,13399
3221,6662
260,2577
10841,1286
2033,9812
5017,1679
6250,1142
4815,239
453,5191
7435,13576
3323,3432
4530,9935
10835,2376
5244,7052
14250,8031
1788,1102
13407,7591
4265,13343
1029,11772
4222,4382
4710,13524
7790,8834
10775,9334
2200,5453
4538,7783
